expression,reading,meaning,tags
夜明け,よあけ,"dawn, daybreak",JLPT N3
酔う,よう,to get drunk,JLPT N3
容易,ようい,"easy, simple, plain",JLPT N3
容器,ようき,"container, vessel",JLPT N3
陽気,ようき,"season, weather, cheerfulness",JLPT N3
要求,ようきゅう,"request, demand",JLPT N3
用心,ようじん,"care, precaution, caution",JLPT N3
様子,ようす,"aspect, state, appearance",JLPT N3
要するに,ようするに,"in a word, after all, in short …",JLPT N3
要素,ようそ,element,JLPT N3
要点,ようてん,"gist, main point",JLPT N3
曜日,ようび,day of the week,JLPT N3
ヨーロッパ,ヨーロッパ,Europe,JLPT N3
予期,よき,"expectation, forecast",JLPT N3
横切る,よこぎる,"to cross (e.g., arms), to traverse",JLPT N3
汚す,よごす,"to pollute, to make dirty",JLPT N3
予算,よさん,"estimate, budget",JLPT N3
止す,よす,"to cease, to give up",JLPT N3
寄せる,よせる,"to collect, to gather, to put aside",JLPT N3
予測,よそく,"prediction, estimation",JLPT N3
ヨット,ヨット,yacht,JLPT N3
夜中,よなか,"midnight, dead of night",JLPT N3
世の中,よのなか,"society, the world",JLPT N3
余分,よぶん,"extra, excess, surplus",JLPT N3
予報,よほう,"forecast, prediction",JLPT N3
予防,よぼう,"prevention, protection against",JLPT N3
読み,よみ,reading,JLPT N3
嫁,よめ,"bride, daughter-in-law",JLPT N3
余裕,よゆう,excess; surplus,JLPT N3
より,より,"twist, ply",JLPT N3
因る,よる,to come from,JLPT N3
喜び,よろこび,"joy, pleasure, rejoicing",JLPT N3
よろしく (かん),よろしく (かん),"best regards, please remember me",JLPT N3
来,らい～,next ~,JLPT N3
ライター,ライター,lighter; writer,JLPT N3
楽,らく,"comfort, ease",JLPT N3
ラケット,ラケット,racket,JLPT N3
利益,りえき,"profits, gains",JLPT N3
理解,りかい,"understanding, comprehension",JLPT N3
陸,りく,"land, shore",JLPT N3
利口,りこう,"clever, shrewd, bright",JLPT N3
離婚,りこん,divorce,JLPT N3
理想,りそう,ideal,JLPT N3
率,りつ,"rate, ratio, percentage",JLPT N3
留学,りゅうがく,studying abroad,JLPT N3
流行,りゅうこう,"fashionable, fad, prevailing",JLPT N3
量,りょう,"quantity, amount",JLPT N3
寮,りょう,"hostel, dormitory",JLPT N3
両替,りょうがえ,"change, money exchange",JLPT N3
料金,りょうきん,"fee, charge, fare",JLPT N3
例,れい,"instance, example, case",JLPT N3
礼,れい,expression of gratitude; bow,JLPT N3
例外,れいがい,exception,JLPT N3
礼儀,れいぎ,"manners, courtesy, etiquette",JLPT N3
冷静,れいせい,"calm, coolness",JLPT N3
列,れつ,"queue, line, row",JLPT N3
列車,れっしゃ,train (ordinary),JLPT N3
レベル,レベル,level,JLPT N3
連想,れんそう,"association (of ideas), suggestion",JLPT N3
連続,れんぞく,"consecutive, continuity, continuing",JLPT N3
老人,ろうじん,"the aged, old person",JLPT N3
労働,ろうどう,"labor, work",JLPT N3
ロケット,ロケット,"locket, rocket",JLPT N3
論じる,ろんじる,"to argue, to discuss",JLPT N3
論争,ろんそう,"controversy, dispute",JLPT N3
論文,ろんぶん,"thesis, paper",JLPT N3
輪,わ,"ring, hoop, circle",JLPT N3
ワイン,ワイン,wine,JLPT N3
わがまま,わがまま,"selfishness, egoism, willfulness",JLPT N3
別れ,わかれ,"parting, separation, farewell",JLPT N3
分かれる,わかれる,"to branch off, to diverge from",JLPT N3
脇,わき,side,JLPT N3
湧く,わく,"to boil, to grow hot",JLPT N3
分ける,わける,"to divide, to separate",JLPT N3
わざと,わざと,on purpose,JLPT N3
僅か,わずか,"only, merely, a little",JLPT N3
話題,わだい,"topic, subject",JLPT N3
笑い,わらい,"laugh, laughter, smile",JLPT N3
割る,わる,"to divide, to break",JLPT N3
悪口,わるくち,"abuse, insult",JLPT N3
我々,われわれ,we,JLPT N3
湾,わん,"bay, gulf, inlet",JLPT N3
椀,わん,bowl,JLPT N3
碗,わん,bowl,JLPT N3
悪,あく,"evil, vice",JLPT N3
当り,あたり,"hit, success, reaching the mark",JLPT N3
アップ,アップ,up,JLPT N3
宛てる,あてる,"to address, to put",JLPT N3
アンケート,アンケート,"questionnaire (FRE: enquete), survey",JLPT N3
異,い,objection,JLPT N3
意,い,will,JLPT N3
医院,いいん,"doctor's office (surgery), clinic",JLPT N3
怒り,いかり,anger,JLPT N3
意地,いじ,"disposition, spirit, obstinacy, appetite",JLPT N3
依然,いぜん,"still, as yet",JLPT N3
傷める,いためる,"to damage, to impair, to spoil",JLPT N3
炒める,いためる,to stir-fry,JLPT N3
一帯,いったい,"a region, the whole place",JLPT N3
異動,いどう,"a change, transfer",JLPT N3
衣料,いりょう,clothing,JLPT N3
渦,うず,swirl,JLPT N3
埋まる,うまる,"to be buried, to be filled",JLPT N3
産む,うむ,"to give birth (v.t.), to deliver, to produce",JLPT N3
尾,お,"tail, ridge",JLPT N3
負う,おう,"to bear, to owe",JLPT N3
遅れ,おくれ,"delay, lag",JLPT N3
教え,おしえ,"teachings, doctrine",JLPT N3
驚き,おどろき,"surprise, astonishment, wonder",JLPT N3
織る,おる,to weave,JLPT N3
欠く,かく,"to lack, to crack",JLPT N3
核,かく,"nucleus, kernel",JLPT N3
格,かく,"status, character, case",JLPT N3
学歴,がくれき,academic background,JLPT N3
駆ける,かける,to run,JLPT N3
賭ける,かける,"to bet, to risk, to gamble",JLPT N3
課題,かだい,"subject, theme, task",JLPT N3
片付け,かたづけ,"tidying up, finishing",JLPT N3
加味,かみ,"seasoning, flavoring",JLPT N3
借り,かり,"borrowing, debt, loan",JLPT N3
狩り,かり,hunting,JLPT N3
～観,かん,"feeling, view",JLPT N3
癌,がん,cancer,JLPT N3
刊行,かんこう,"publication, issue",JLPT N3
慣行,かんこう,"customary practice, habit, traditional event",JLPT N3
歓声,かんせい,"cheer, shout of joy",JLPT N3
官僚,かんりょう,"bureaucrat, bureaucracy",JLPT N3
器官,きかん,"organ (of body, instrument)",JLPT N3
季刊,きかん,"quarterly (e.g., magazine)",JLPT N3
起源,きげん,"origin, beginning, rise",JLPT N3
機構,きこう,"mechanism, organization",JLPT N3
築く,きずく,"to build, to establish",JLPT N3
規制,きせい,regulation,JLPT N3
丘陵,きゅうりょう,hill,JLPT N3
協議,きょうぎ,"conference, discussion, negotiation",JLPT N3
享受,きょうじゅ,"enjoyment, being given",JLPT N3
協調,きょうちょう,"co-operation, conciliation, harmony",JLPT N3
切り,きり,"limits, place to leave off",JLPT N3
菌,きん,"germ, bacterium",JLPT N3
近視,きんし,nearsightedness,JLPT N3
苦,く,"trouble, worry, difficulty",JLPT N3
群,ぐん,group,JLPT N3
刑,けい,"penalty, sentence, punishment",JLPT N3
経緯,けいい,"sequence of events, course",JLPT N3
計器,けいき,"meter, gauge",JLPT N3
契機,けいき,"opportunity, chance",JLPT N3
携帯,けいたい,carrying something; mobile telephone,JLPT N3
形態,けいたい,"form, shape, figure",JLPT N3
血管,けっかん,blood vessel,JLPT N3
決行,けっこう,"doing (with resolve), carrying out (e.g., a plan)",JLPT N3
件,けん,"matter, case, item",JLPT N3
減少,げんしょう,"decrease, reduction, decline",JLPT N3
公演,こうえん,public performance,JLPT N3
後悔,こうかい,"regret, repentance",JLPT N3
航海,こうかい,"sail, voyage",JLPT N3
拘束,こうそく,"restriction, restraint",JLPT N3
荒廃,こうはい,ruin,JLPT N3
降伏,こうふく,"capitulation, surrender, submission",JLPT N3
興奮,こうふん,"excitement, stimulation",JLPT N3
語句,ごく,"words, phrases",JLPT N3
個々,ここ,"individual, one by one",JLPT N3
故人,こじん,the deceased,JLPT N3
小銭,こぜに,"coins, small change",JLPT N3
ことによると,ことによると,(depending on the circumstances),JLPT N3
コンテスト,コンテスト,contest,JLPT N3
採集,さいしゅう,"collecting, gathering",JLPT N3
作,さく,"a work, a harvest",JLPT N3
策,さく,"plan, policy",JLPT N3
設備,せつび,"equipment, device, facilities",JLPT N3
絶滅,ぜつめつ,"destruction, extinction",JLPT N3
節約,せつやく,"economizing, saving",JLPT N3
攻める,せめる,"to attack, to assault",JLPT N3
責める,せめる,"to condemn, to blame, to criticize",JLPT N3
善,ぜん,"good, virtue",JLPT N3
全,ぜん,"all, whole, entire",JLPT N3
全員,ぜんいん,all members,JLPT N3
専攻,せんこう,"major subject, special study",JLPT N3
全国,ぜんこく,"the entire nation, country-wide, nation-wide",JLPT N3
洗剤,せんざい,detergent,JLPT N3
先日,せんじつ,"the other day, a few days ago",JLPT N3
前者,ぜんしゃ,the former,JLPT N3
選手,せんしゅ,player selected for a team (usually athletic),JLPT N3
全身,ぜんしん,"the whole body, full-length (portrait)",JLPT N3
前進,ぜんしん,"advance, drive, progress",JLPT N3
センター,センター,center,JLPT N3
全体,ぜんたい,"whole, entirety, whatever (is the matter)",JLPT N3
選択,せんたく,"selection, choice",JLPT N3
宣伝,せんでん,"advertisement, publicity",JLPT N3
象,ぞう,elephant,JLPT N3
騒音,そうおん,noise,JLPT N3
増加,ぞうか,"increase, addition",JLPT N3
操作,そうさ,"operation, management, processing",JLPT N3
想像,そうぞう,"imagination, guess",JLPT N3
相続,そうぞく,"succession, inheritance",JLPT N3
装置,そうち,"equipment, installation, apparatus",JLPT N3
相当,そうとう,"considerably, fairly; worth ~",JLPT N3
速度,そくど,"speed, velocity, rate",JLPT N3
底,そこ,"bottom, sole",JLPT N3
そこで,そこで,"so (conj.), accordingly",JLPT N3
組織,そしき,organization; structure; tissue,JLPT N3
そして,そして,and then,JLPT N3
注ぐ,そそぐ,to pour (into),JLPT N3
育つ,そだつ,"to be brought up, to grow (up)",JLPT N3
そっくり,そっくり,the splitting image of; entirely,JLPT N3
そっと,そっと,"softly, gently",JLPT N3
袖,そで,sleeve,JLPT N3
備える,そなえる,"to prepare, to furnish, to store",JLPT N3
具える,そなえる,to be furnished with,JLPT N3
そのうえ,そのうえ,"in addition, furthermore",JLPT N3
そのうち,そのうち,"before long, eventually, sooner or later",JLPT N3
そのまま,そのまま,"without change, as it is (e.g., now)",JLPT N3
蕎麦,そば,soba (buckwheat noodles),JLPT N3
ソファー,ソファー,"sofa, couch",JLPT N3
粗末,そまつ,"humble, miserable, crude",JLPT N3
それぞれ,それぞれ,"each, every, respectively",JLPT N3
それでも,それでも,"but (still), and yet, nevertheless",JLPT N3
それと,それと,and,JLPT N3
それとも,それとも,"or, or else",JLPT N3
揃う,そろう,"to become complete, to be equal",JLPT N3
揃える,そろえる,"to put things in order, to arrange",JLPT N3
損,そん,"loss, disadvantage",JLPT N3
損害,そんがい,"damage, loss",JLPT N3
尊敬,そんけい,"respect, reverence, honor",JLPT N3
存在,そんざい,"existence, being",JLPT N3
尊重,そんちょう,"respect, esteem, regard",JLPT N3
田,た,rice field,JLPT N3
他,た,other (esp. places and things),JLPT N3
対,たい,"pair, couple, set",JLPT N3
大,だい,"big, great",JLPT N3
題,だい,"title, subject, theme",JLPT N3
体育,たいいく,"physical education, gymnastics, athletics",JLPT N3
体温,たいおん,temperature (body),JLPT N3
大会,たいかい,"convention, (big) tournament, mass meeting",JLPT N3
大気,たいき,atmosphere,JLPT N3
代金,だいきん,"price, cost",JLPT N3
退屈,たいくつ,"tedium, boring",JLPT N3
滞在,たいざい,"stay, sojourn",JLPT N3
大使,たいし,ambassador,JLPT N3
大した,たいした,"significant, great, considerable",JLPT N3
体重,たいじゅう,(body) weight,JLPT N3
対象,たいしょう,"target; object (of worship, study, etc.); subject (i.e., of taxation)",JLPT N3
対照,たいしょう,"contrast, antithesis, comparison",JLPT N3
大臣,だいじん,cabinet minister,JLPT N3
対する,たいする,"to face, to confront, to oppose",JLPT N3
大戦,たいせん,"great war, great battle",JLPT N3
態度,たいど,"attitude, manner",JLPT N3
大統領,だいとうりょう,president,JLPT N3
大半,たいはん,"most of, majority, mostly",JLPT N3
代表,だいひょう,"representative, delegation",JLPT N3
大部分,だいぶぶん,"most part, majority",JLPT N3
タイプライター,タイプライター,typewriter,JLPT N3
逮捕,たいほ,"arrest, apprehension, capture",JLPT N3
題名,だいめい,title,JLPT N3
ダイヤ,ダイヤ,(railway) schedule; diamond,JLPT N3
太陽,たいよう,sun,JLPT N3
平ら,たいら,"flatness, level, smooth",JLPT N3
代理,だいり,"representation, proxy, deputy",JLPT N3
大陸,たいりく,continent,JLPT N3
倒す,たおす,"to throw down, to beat",JLPT N3
タオル,タオル,(hand) towel,JLPT N3
だが,だが,"but, however",JLPT N3
互い,たがい,"mutual, each other",JLPT N3
高める,たかめる,"to raise, to lift, to boost",JLPT N3
宝,たから,treasure,JLPT N3
宅,たく,"house, home",JLPT N3
炊く,たく,"to boil, to cook",JLPT N3
焚く,たく,"to burn, to kindle, to build a fire",JLPT N3
だけど,だけど,however,JLPT N3
たしか,たしか,"certain, sure, if I remember correctly",JLPT N3
確かめる,たしかめる,"to ascertain, to make sure",JLPT N3
多少,たしょう,a little (same as 少し (すこし)),JLPT N3
助かる,たすかる,to be saved; (something) helps (v.i.),JLPT N3
助ける,たすける,"to help (v.t.), to save, to rescue",JLPT N3
ただ,ただ,free of charge; just (~); only (~),JLPT N3
只,ただ,"free of charge, mere, only",JLPT N3
唯,ただ,"mere, sole, plain",JLPT N3
戦い,たたかい,"battle, fight",JLPT N3
戦う,たたかう,"to fight, to compete, to battle",JLPT N3
直ちに,ただちに,"at once, immediately",JLPT N3
畳む,たたむ,to fold (clothes),JLPT N3
立ち上がる,たちあがる,to stand up,JLPT N3
立場,たちば,"standpoint, position, situation",JLPT N3
建つ,たつ,"to stand; to be built (v.i.), to erect, to be erected",JLPT N3
経つ,たつ,(time) passes,JLPT N3
達する,たっする,"to reach, to get to",JLPT N3
だって,だって,"but, because, even",JLPT N3
たっぷり,たっぷり,"full, in plenty, ample",JLPT N3
たとえ,たとえ,"even if, no matter, though",JLPT N3
谷,たに,valley,JLPT N3
他人,たにん,"unrelated person, stranger",JLPT N3
束,たば,"bunch, bundle",JLPT N3
足袋,たび,Japanese socks (with split toe),JLPT N3
度,たび,counter for occurrences,JLPT N3
旅,たび,"travel, trip, journey",JLPT N3
たびたび,たびたび,"often, repeatedly, frequently",JLPT N3
玉,たま,"ball, sphere, coin",JLPT N3
弾,たま,"bullet, shot",JLPT N3
偶,たま,"even number, couple, friend",JLPT N3
騙す,だます,"to trick, to cheat, to deceive",JLPT N3
偶々,たまたま,"unexpectedly, accidentally, by chance",JLPT N3
たまらない,たまらない,"intolerable, unbearable, unendurable",JLPT N3
溜まる,たまる,"to collect, to gather, to accumulate",JLPT N3
黙る,だまる,to be silent,JLPT N3
試し,ためし,"trial, test",JLPT N3
試す,ためす,"to attempt, to test",JLPT N3
溜める,ためる,"to accumulate, to collect",JLPT N3
便り,たより,"news, correspondence, letter",JLPT N3
頼る,たよる,"to rely on, to have recourse to, to depend on",JLPT N3
段,だん,"step, stair, grade",JLPT N3
単位,たんい,"credit (for a course in school); unit, denomination",JLPT N3
単語,たんご,word; vocabulary,JLPT N3
男子,だんし,young man,JLPT N3
単純,たんじゅん,simplicity,JLPT N3
誕生,たんじょう,birth,JLPT N3
ダンス,ダンス,dance,JLPT N3
団体,だんたい,"organization, association",JLPT N3
担当,たんとう,(in) charge,JLPT N3
単なる,たんなる,"mere, simple, sheer",JLPT N3
単に,たんに,"simply, merely",JLPT N3
地,ち,earth,JLPT N3
地位,ちい,"(social) position, status",JLPT N3
地域,ちいき,"area, region",JLPT N3
チーズ,チーズ,cheese,JLPT N3
チーム,チーム,team,JLPT N3
知恵,ちえ,"wisdom, wit, intelligence",JLPT N3
地下,ちか,"basement, underground",JLPT N3
違い,ちがい,"difference, discrepancy",JLPT N3
違いない,ちがいない,"(phrase) sure, no mistaking it, for certain",JLPT N3
近頃,ちかごろ,"lately, recently, nowadays",JLPT N3
地球,ちきゅう,the earth,JLPT N3
地区,ちく,"district, section",JLPT N3
遅刻,ちこく,"lateness, late coming",JLPT N3
知事,ちじ,prefectural governor,JLPT N3
知識,ちしき,"knowledge, information",JLPT N3
父親,ちちおや,father,JLPT N3
知能,ちのう,"intelligence, brains",JLPT N3
地平線,ちへいせん,horizon,JLPT N3
地方,ちほう,"area, locality, region",JLPT N3
茶,ちゃ,tea,JLPT N3
チャンス,チャンス,"chance, opportunity",JLPT N3
