expression,reading,meaning,tags
廃止,はいし,"abolition, repeal",JLPT N1
拝借,はいしゃく,(humble) (polite) borrowing,JLPT N1
排除,はいじょ,"exclusion, removal, rejection",JLPT N1
賠償,ばいしょう,"reparations, indemnity, compensation",JLPT N1
排水,はいすい,drainage,JLPT N1
敗戦,はいせん,"defeat, losing a war",JLPT N1
配置,はいち,"arrangement (of resources), disposition",JLPT N1
配布,はいふ,distribution,JLPT N1
配分,はいぶん,"distribution, allotment",JLPT N1
敗北,はいぼく,defeat (as a verb it means 'to be defeated'),JLPT N1
倍率,ばいりつ,"diameter, magnification",JLPT N1
配慮,はいりょ,"consideration, concern, forethought",JLPT N1
配列,はいれつ,"arrangement, array (programming)",JLPT N1
破壊,はかい,destruction,JLPT N1
いたわる,いたわる,"to sympathize with, to console, to care for",JLPT N1
一概に,いちがいに,"unconditionally, necessarily",JLPT N1
著しい,いちじるしい,"remarkable, considerable",JLPT N1
一同,いちどう,"all present, all concerned, all of us",JLPT N1
一部分,いちぶぶん,"a part, a portion",JLPT N1
一別,いちべつ,parting,JLPT N1
一面,いちめん,"one side, the other hand",JLPT N1
一目,いちもく,"a glance, a look, a glimpse",JLPT N1
一様,いちよう,"uniform, similar, equal",JLPT N1
一律,いちりつ,"even, uniform, equal",JLPT N1
一連,いちれん,"a series, a chain, a ream (of paper)",JLPT N1
一括,いっかつ,"all together, batch",JLPT N1
一気,いっき,"at one push, in one gulp",JLPT N1
一挙に,いっきょに,"at a stroke, with a single swoop",JLPT N1
一見,いっけん,"a look, a glimpse, glance; first meeting",JLPT N1
一切,いっさい,"without exception, the whole",JLPT N1
一心,いっしん,"one mind, with rapt attention",JLPT N1
いっそ,いっそ,"rather, sooner, might as well",JLPT N1
一変,いっぺん,complete change,JLPT N1
意図,いと,"intention, aim, design",JLPT N1
営む,いとなむ,"to carry on (e.g., in ceremony), to run a business",JLPT N1
挑む,いどむ,to challenge,JLPT N1
稲光,いなびかり,(flash of) lightning,JLPT N1
祈り,いのり,"prayer, supplication",JLPT N1
いびき,いびき,snoring,JLPT N1
今更,いまさら,"now, again",JLPT N1
未だ,いまだ,"yet, still",JLPT N1
移民,いみん,"emigrant, immigrant",JLPT N1
嫌々,いやいや,"reluctantly, by no means, unwillingly",JLPT N1
卑しい,いやしい,"greedy, vulgar, shabby",JLPT N1
いやに,いやに,"awfully, terribly",JLPT N1
いやらしい,いやらしい,"unpleasant, disgusting, indecent",JLPT N1
意欲,いよく,"will, desire, ambition",JLPT N1
威力,いりょく,"power, might, authority",JLPT N1
衣類,いるい,"clothes, clothing, garments",JLPT N1
異論,いろん,"different opinion, objection",JLPT N1
印鑑,いんかん,"stamp, seal",JLPT N1
陰気,いんき,"gloom, melancholy",JLPT N1
隠居,いんきょ,retirement; retired person,JLPT N1
インターチェンジ,インターチェンジ,interchange,JLPT N1
インターナショナル,インターナショナル,international,JLPT N1
インターフォン,インターフォン,"entry phone, intercom",JLPT N1
インテリ,インテリ,"(abbr.) egghead, intelligentsia",JLPT N1
インフォメーション,インフォメーション,information,JLPT N1
インフレ,インフレ,(abbr.) inflation,JLPT N1
受かる,うかる,to pass (examination),JLPT N1
受け入れ,うけいれ,"receiving, acceptance",JLPT N1
受け入れる,うけいれる,"to accept, to receive",JLPT N1
受け継ぐ,うけつぐ,"to inherit, to succeed",JLPT N1
受け付ける,うけつける,"to be accepted, to receive (an application)",JLPT N1
受け止める,うけとめる,"to catch, to react to, to take",JLPT N1
受身,うけみ,"passive, passive voice",JLPT N1
受持ち,うけもち,"charge (of something), matter in one's charge",JLPT N1
動き,うごき,"movement, activity, trend",JLPT N1
埋める,うずめる,"to bury, to fill",JLPT N1
嘘つき,うそつき,liar,JLPT N1
うたた寝,うたたね,"dozing, napping",JLPT N1
打ち明ける,うちあける,"to confess, to be open",JLPT N1
打ち切る,うちきる,"to stop, to abort, to discontinue, to close",JLPT N1
打ち消し,うちけし,"(gram) negation, denial, negative",JLPT N1
打ち込む,うちこむ,"to devote oneself to, to shoot into",JLPT N1
団扇,うちわ,fan,JLPT N1
内訳,うちわけ,"the items, breakdown, classification",JLPT N1
写し,うつし,"copy, duplicate",JLPT N1
訴え,うったえ,"lawsuit, complaint",JLPT N1
うっとうしい,うっとうしい,"weary, annoying",JLPT N1
うつむく,うつむく,"to look downward, to stoop",JLPT N1
空ろ,うつろ,"blank, hollow, empty",JLPT N1
器,うつわ,"bowl, vessel, container",JLPT N1
腕前,うでまえ,"ability, skill, facility",JLPT N1
雨天,うてん,rainy weather,JLPT N1
促す,うながす,"to urge, to suggest, to demand",JLPT N1
うぬぼれ,うぬぼれ,"pretension, conceit, hubris",JLPT N1
生まれつき,うまれつき,"by nature, by birth, native",JLPT N1
埋め込む,うめこむ,"to embed, implant",JLPT N1
梅干し,うめぼし,dried plum,JLPT N1
裏返し,うらがえし,"inside out, reverse",JLPT N1
売り出し,うりだし,(bargain) sale,JLPT N1
売り出す,うりだす,"to put on sale, to market",JLPT N1
潤う,うるおう,to be moist; to profit by,JLPT N1
浮気,うわき,"affair, to cheat",JLPT N1
上回る,うわまわる,to exceed,JLPT N1
植わる,うわる,to be planted,JLPT N1
運営,うんえい,"management, administration, operation",JLPT N1
うんざり,うんざり,"tedious, boring, being fed up with",JLPT N1
運送,うんそう,"shipping, freight",JLPT N1
運賃,うんちん,"freight rates, shipping expenses, (passenger) fare",JLPT N1
云々,うんぬん,"and so on, and so forth",JLPT N1
運搬,うんぱん,"transport, carriage",JLPT N1
運命,うんめい,fate,JLPT N1
運輸,うんゆ,transportation,JLPT N1
運用,うんよう,"making use of, application, practical use",JLPT N1
エアメール,エアメール,air mail,JLPT N1
～営,～えい,~ run,JLPT N1
英字,えいじ,English letter (character),JLPT N1
映写,えいしゃ,projection,JLPT N1
映像,えいぞう,"reflection, image",JLPT N1
英雄,えいゆう,"hero, great man",JLPT N1
液,えき,"liquid, fluid",JLPT N1
閲覧,えつらん,"inspection, reference, browse",JLPT N1
獲物,えもの,"game, spoils, trophy",JLPT N1
襟,えり,"neck, collar",JLPT N1
エレガント,エレガント,elegant,JLPT N1
円滑,えんかつ,"harmony, smoothness",JLPT N1
縁側,えんがわ,"veranda, porch, balcony, open corridor",JLPT N1
沿岸,えんがん,"coast, shore",JLPT N1
婉曲,えんきょく,"euphemistic, indirect, insinuating",JLPT N1
演出,えんしゅつ,"production (erg. play, direction)",JLPT N1
エンジニア,エンジニア,engineer,JLPT N1
演じる,えんじる,"to perform, to play (a part), to act",JLPT N1
演ずる,えんずる,"to perform, to play (a part), to act",JLPT N1
沿線,えんせん,along railway line,JLPT N1
縁談,えんだん,marriage proposal,JLPT N1
遠方,えんぽう,"long way, distant place",JLPT N1
円満,えんまん,"harmony, peace, smoothness",JLPT N1
追い込む,おいこむ,"to herd, to corner, to drive",JLPT N1
追い出す,おいだす,"to expel, to drive out",JLPT N1
於いて,おいて,"at, in, on",JLPT N1
老いる,おいる,"to age, to grow old",JLPT N1
応急,おうきゅう,emergency,JLPT N1
黄金,おうごん,gold,JLPT N1
往診,おうしん,"doctor's visit, house call",JLPT N1
応募,おうぼ,"subscription, application",JLPT N1
おおい (かん),おおい (かん),hey,JLPT N1
大方,おおかた,"almost all, majority",JLPT N1
大柄,おおがら,"large build, large pattern",JLPT N1
おおげさ,おおげさ,"grandiose, exaggerated",JLPT N1
大筋,おおすじ,"outline, summary",JLPT N1
大空,おおぞら,"heaven, the sky",JLPT N1
オートマチック,オートマチック,automatic,JLPT N1
大幅,おおはば,"full width, large scale, drastic",JLPT N1
おおまかな,おおまかな,"rough, approximate",JLPT N1
大水,おおみず,flood,JLPT N1
公,おおやけ,public,JLPT N1
犯す,おかす,"to perpetrate, to violate",JLPT N1
侵す,おかす,"to invade, to raid, to trespass",JLPT N1
臆病,おくびょう,"cowardice, timidity",JLPT N1
遅らす,おくらす,"to retard, to delay",JLPT N1
厳か,おごそか,"majestic, dignified",JLPT N1
行い,おこない,"conduct, behavior, action",JLPT N1
おごる (ゆうしょくを～),おごる (ゆうしょくを～),to give (someone) a treat,JLPT N1
収まる,おさまる,to settle into; to be obtained,JLPT N1
納まる,おさまる,to settle into; to be obtained,JLPT N1
治まる,おさまる,"to be at peace, to calm down",JLPT N1
お産,おさん,(giving) birth,JLPT N1
押し切る,おしきる,to have one's own way,JLPT N1
押し込む,おしこむ,"to push into, to crowd into",JLPT N1
惜しむ,おしむ,"to be frugal, to value, to regret",JLPT N1
押し寄せる,おしよせる,"to push aside, to advance on",JLPT N1
雄,おす,male (animal),JLPT N1
御世辞,おせじ,"flattery, compliment",JLPT N1
襲う,おそう,to attack,JLPT N1
遅くとも,おそくとも,at the latest,JLPT N1
恐れ,おそれ,"fear, horror",JLPT N1
恐れ入る,おそれいる,"to be filled with awe, to feel small",JLPT N1
おだてる,おだてる,to flatter,JLPT N1
落ち込む,おちこむ,to get depressed,JLPT N1
落ち着き,おちつき,"calm, composure",JLPT N1
落葉,おちば,fallen leaves,JLPT N1
乙,おつ,2nd in rank,JLPT N1
お使い,おつかい,errand,JLPT N1
おっかない,おっかない,"frightening, scary",JLPT N1
お手上げ,おてあげ,"given in, given up hope",JLPT N1
おどおど,おどおど,"coweringly, hesitantly",JLPT N1
脅す,おどす,"to threaten, to menace",JLPT N1
訪れる,おとずれる,to visit,JLPT N1
お供,おとも,"attendant, companion",JLPT N1
衰える,おとろえる,"to become weak, to decline",JLPT N1
同い年,おないどし,of the same age,JLPT N1
自ずから,おのずから,"naturally, as a matter of course",JLPT N1
怯える,おびえる,to become frightened,JLPT N1
おびただしい,おびただしい,"abundantly, innumerably",JLPT N1
脅かす,おびやかす,"to threaten, to coerce",JLPT N1
帯びる,おびる,"to bear, to carry, to be entrusted",JLPT N1
お袋,おふくろ,mother,JLPT N1
覚え,おぼえ,"memory, sense, experience",JLPT N1
おまけ,おまけ,a discount; something additional,JLPT N1
お宮,おみや,Shinto shrine,JLPT N1
おむつ,おむつ,"diaper, nappy",JLPT N1
思い付き,おもいつき,"plan, idea, suggestion",JLPT N1
趣,おもむき,"flavor, appearance, quaint",JLPT N1
赴く,おもむく,"to go, to proceed",JLPT N1
重んじる,おもんじる,"to respect, to honor, to esteem, to prize",JLPT N1
重んずる,おもんずる,"to honor, to respect, to value",JLPT N1
親父,おやじ,"one's father, old man, one's boss",JLPT N1
及び,および,"and, as well as",JLPT N1
及ぶ,およぶ,"to reach, to extend",JLPT N1
折,おり,"chance, occasion",JLPT N1
檻,おり,"cage, pen, jail cell",JLPT N1
オリエンテーション,オリエンテーション,orientation,JLPT N1
折り返す,おりかえす,"to turn up, to fold back",JLPT N1
織物,おりもの,"textile, fabric",JLPT N1
俺,おれ,I (ego) (boastful first-person pronoun),JLPT N1
愚か,おろか,"foolish, stupid",JLPT N1
おろそか,おろそか,"neglect, negligence, carelessness",JLPT N1
おんぶ,おんぶ,carrying on one's back (erg. Baby),JLPT N1
オンライン,オンライン,on-line,JLPT N1
温和,おんわ,"gentle, mild, moderate",JLPT N1
我,が～,ego,JLPT N1
カーペット,カーペット,carpet,JLPT N1
～界,～かい,"world, circle, kingdom",JLPT N1
～街,～がい,town,JLPT N1
改悪,かいあく,"deterioration, changing for the worse",JLPT N1
海運,かいうん,marine transportation,JLPT N1
外貨,がいか,foreign money,JLPT N1
改革,かいかく,"reform, reformation, innovation",JLPT N1
貝殻,かいがら,shell,JLPT N1
外観,がいかん,"appearance, exterior, facade",JLPT N1
階級,かいきゅう,"class, rank, grade",JLPT N1
海峡,かいきょう,channel,JLPT N1
会見,かいけん,"interview, conference",JLPT N1
介護,かいご,nursing,JLPT N1
開催,かいさい,"holding a meeting, open an exhibition",JLPT N1
回収,かいしゅう,"collection, recovery",JLPT N1
改修,かいしゅう,"repair, improvement",JLPT N1
怪獣,かいじゅう,monster,JLPT N1
解除,かいじょ,"cancellation, release, cancel",JLPT N1
外相,がいしょう,Foreign Minister,JLPT N1
害する,がいする,"to harm, to offend",JLPT N1
概説,がいせつ,"general statement, outline",JLPT N1
回送,かいそう,forwarding,JLPT N1
階層,かいそう,"class, level, stratum, hierarchy",JLPT N1
開拓,かいたく,"cultivation, pioneer",JLPT N1
会談,かいだん,"conversation, interview",JLPT N1
改定,かいてい,reform,JLPT N1
改訂,かいてい,revision,JLPT N1
ガイド,ガイド,guide,JLPT N1
街道,かいどう,highway,JLPT N1
該当,がいとう,"corresponding, answering to, coming under",JLPT N1
街頭,がいとう,in the street,JLPT N1
ガイドブック,ガイドブック,guidebook,JLPT N1
介入,かいにゅう,intervention,JLPT N1
概念,がいねん,"general idea, concept, notion",JLPT N1
開発,かいはつ,"development, exploitation",JLPT N1
海抜,かいばつ,height above sea level,JLPT N1
介抱,かいほう,"nursing, looking after",JLPT N1
解剖,かいぼう,"dissection, autopsy",JLPT N1
外来,がいらい,"(abbr.) imported, outpatient clinic",JLPT N1
回覧,かいらん,circulation,JLPT N1
概略,がいりゃく,"outline, summary, gist",JLPT N1
海流,かいりゅう,ocean current,JLPT N1
改良,かいりょう,"improvement, reform",JLPT N1
回路,かいろ,circuit (electric),JLPT N1
海路,かいろ,sea route,JLPT N1
省みる,かえりみる,to reflect,JLPT N1
顧みる,かえりみる,"to look back, to turn around, to review",JLPT N1
顔付き,かおつき,facial expression,JLPT N1
課外,かがい,extracurricular,JLPT N1
掲げる,かかげる,"to hoist, to fly (a sail), to float (a flag)",JLPT N1
かかと,かかと,shoe heel,JLPT N1
書き取る,かきとる,"to write down, to take dictation",JLPT N1
掻き回す,かきまわす,"to stir up, to churn, to disturb",JLPT N1
かく (はじを),かく (はじを),to humiliate oneself,JLPT N1
～画,～かく,~ strokes,JLPT N1
学芸,がくげい,"arts and sciences, liberal arts",JLPT N1
格差,かくさ,"difference, disparity",JLPT N1
拡散,かくさん,"scattering, diffusion",JLPT N1
学士,がくし,university graduate,JLPT N1
各種,かくしゅ,"every kind, all sorts",JLPT N1
隔週,かくしゅう,every other week,JLPT N1
確信,かくしん,"conviction, confidence",JLPT N1
革新,かくしん,"reform, innovation",JLPT N1
学説,がくせつ,theory,JLPT N1
確定,かくてい,"fixed, decision",JLPT N1
カクテル,カクテル,cocktail,JLPT N1
獲得,かくとく,"acquisition, possession",JLPT N1
楽譜,がくふ,"score (music, sheet music)",JLPT N1
確保,かくほ,"guarantee, insure, secure",JLPT N1
革命,かくめい,revolution,JLPT N1
確立,かくりつ,establishment,JLPT N1
賭,かけ,"betting, gambling, a gamble",JLPT N1
掛～,かけ～,credit,JLPT N1
～掛け,～かけ,"rack, hanger",JLPT N1
崖,がけ,cliff,JLPT N1
駆け足,かけあし,"running fast, double time",JLPT N1
家計,かけい,"household economy, family finances",JLPT N1
駆けっこ,かけっこ,(foot) race,JLPT N1
加工,かこう,"manufacturing, processing, treatment",JLPT N1
化合,かごう,chemical combination,JLPT N1
かさばる,かさばる,to be bulky,JLPT N1
かさむ,かさむ,"to pile up, to increase",JLPT N1
箇条書,かじょうがき,"itemized form, itemization",JLPT N1
頭,かしら,"head, chief",JLPT N1
微か,かすか,"faint, dim, weak",JLPT N1
霞む,かすむ,"to grow hazy, to be misty",JLPT N1
擦る,かする,"to rub, to chafe",JLPT N1
火星,かせい,Mars,JLPT N1
化石,かせき,"fossil, petrifaction, fossilization",JLPT N1
河川,かせん,rivers,JLPT N1
化繊,かせん,synthetic fibers,JLPT N1
過疎,かそ,depopulation,JLPT N1
片～,かた～,single ~,JLPT N1
片言,かたこと,"broken (in reference to speaking style, e.g., Japanese)",JLPT N1
傾ける,かたむける,"to incline, to tilt, to bend",JLPT N1
固める,かためる,"to harden, to freeze, to fortify",JLPT N1
傍ら,かたわら,"beside(s, while, nearby",JLPT N1
花壇,かだん,flower bed,JLPT N1
家畜,かちく,"domestic animals, livestock, cattle",JLPT N1
且つ,かつ,"yet, and",JLPT N1
がっくり,がっくり,heartbroken,JLPT N1
合唱,がっしょう,"chorus, singing in a chorus",JLPT N1
がっしり,がっしり,"firmly, solidly, tough",JLPT N1
合致,がっち,"agreement, concurrence, conforming to",JLPT N1
がっちり,がっちり,"solidly built, tightly",JLPT N1
かつて,かつて,"once, before, formerly",JLPT N1
勝手,かって,"kitchen; one's way, selfishness",JLPT N1
カット,カット,"cut, cutting",JLPT N1
活発,かっぱつ,"vigor, active",JLPT N1
合併,がっぺい,"combination, amalgamation, merger",JLPT N1
カテゴリー,カテゴリー,category,JLPT N1
叶う,かなう,to come true,JLPT N1
叶える,かなえる,"to grant (request, wish)",JLPT N1
金槌,かなづち,(iron) hammer,JLPT N1
かなわない,かなわない,"be beyond one's power, be unable",JLPT N1
加入,かにゅう,"becoming a member, admission",JLPT N1
予て,かねて,"previously, already, lately",JLPT N1
庇う,かばう,"to protect someone, to&nbsp;&nbsp;cover up for someone",JLPT N1
株式,かぶしき,stock,JLPT N1
かぶれる,かぶれる,to react to; to be influenced by,JLPT N1
花粉,かふん,pollen,JLPT N1
貨幣,かへい,"money, currency, coinage",JLPT N1
構える,かまえる,to set up,JLPT N1
過密,かみつ,crowded,JLPT N1
噛み切る,かみきる,"to bite off, to gnaw through",JLPT N1
カムバック,カムバック,comeback,JLPT N1
カメラマン,カメラマン,cameraman,JLPT N1
粥,かゆ,rice porridge,JLPT N1
体付き,からだつき,"body build, figure",JLPT N1
絡む,からむ,"to entangle, to entwine",JLPT N1
かりに,かりに,"temporarily; if, for argument's sake",JLPT N1
カルテ,カルテ,clinical records (GER: Karte),JLPT N1
ガレージ,ガレージ,garage (at house),JLPT N1
過労,かろう,"overwork, strain",JLPT N1
かろうじて,かろうじて,"barely, narrowly",JLPT N1
交す,かわす,to exchange,JLPT N1
代る代る,かわるがわる,alternately,JLPT N1
簡易,かんい,"simplicity, easiness, quasi-",JLPT N1
灌漑,かんがい,irrigation,JLPT N1
眼科,がんか,ophthalmology,JLPT N1
眼球,がんきゅう,eyeball,JLPT N1
玩具,がんぐ,toy,JLPT N1
簡潔,かんけつ,"brevity, concise, simple",JLPT N1
還元,かんげん,"resolution, reduction, return",JLPT N1
看護,かんご,nursing,JLPT N1
漢語,かんご,"Chinese word, Sino-Japanese word",JLPT N1
頑固,がんこ,"stubbornness, obstinacy",JLPT N1
勧告,かんこく,"advice, counsel",JLPT N1
換算,かんさん,"conversion, change, exchange",JLPT N1
監視,かんし,"observation, guarding, surveillance",JLPT N1
慣習,かんしゅう,usual (historical) custom,JLPT N1
観衆,かんしゅう,"spectators, audience",JLPT N1
願書,がんしょ,application form,JLPT N1
干渉,かんしょう,"interference, intervention",JLPT N1
頑丈,がんじょう,"solid, firm, strong",JLPT N1
感触,かんしょく,"sense of touch, feeling, sensation",JLPT N1
肝心,かんじん,"essential, fundamental, crucial",JLPT N1
肝腎,かんじん,"essential, fundamental, crucial",JLPT N1
関税,かんぜい,"customs, duty, tariff",JLPT N1
岩石,がんせき,rock,JLPT N1
感染,かんせん,"infection, contagion",JLPT N1
幹線,かんせん,"main line, trunk line",JLPT N1
簡素,かんそ,"simplicity, plain",JLPT N1
観点,かんてん,point of view,JLPT N1
感度,かんど,"sensitivity, severity (quake)",JLPT N1
カンニング,カンニング,"cunning, cheat",JLPT N1
元年,がんねん,first year (of a specific reign),JLPT N1
幹部,かんぶ,"management, executive",JLPT N1
完ぺき,かんぺき,"perfection, completeness, flawless",JLPT N1
勘弁,かんべん,"pardon, forgiveness, forbearance",JLPT N1
感無量,かんむりょう,"deep feeling, filled with emotion",JLPT N1
勧誘,かんゆう,"invitation, canvassing, inducement",JLPT N1
関与,かんよ,"participation, taking part in",JLPT N1
寛容,かんよう,"forbearance, tolerance, generosity, involvement",JLPT N1
元来,がんらい,"originally, naturally",JLPT N1
観覧,かんらん,viewing,JLPT N1
慣例,かんれい,"custom, precedent, of convention",JLPT N1
還暦,かんれき,60th birthday,JLPT N1
貫禄,かんろく,"presence, dignity",JLPT N1
緩和,かんわ,"relief, mitigation",JLPT N1
議案,ぎあん,legislative bill,JLPT N1
危害,きがい,"injury, harm, danger",JLPT N1
企画,きかく,"planning, project",JLPT N1
規格,きかく,"standard, norm",JLPT N1
着飾る,きかざる,to dress up,JLPT N1
気兼ね,きがね,"hesitance, diffidence, feeling constraint",JLPT N1
気軽,きがる,"cheerful, buoyant, lighthearted",JLPT N1
危機,きき,crisis,JLPT N1
聞き取り,ききとり,listening comprehension,JLPT N1
効き目,ききめ,"effect, virtue, efficacy",JLPT N1
帰京,ききょう,returning to Tokyo,JLPT N1
戯曲,ぎきょく,"play, drama",JLPT N1
基金,ききん,"fund, foundation",JLPT N1
喜劇,きげき,"comedy, funny show",JLPT N1
議決,ぎけつ,"resolution, decision, vote",JLPT N1
棄権,きけん,"abstain from voting, renunciation of a right",JLPT N1
既婚,きこん,married,JLPT N1
気障,きざ,"affectation, conceit, snobbery",JLPT N1
記載,きさい,"mention, entry",JLPT N1
兆,きざし,"sign, omen, indication",JLPT N1
気質,きしつ,"character, trait, temperament",JLPT N1
期日,きじつ,"fixed date, settlement date",JLPT N1
きしむ,きしむ,"to jar, to creak, to grate",JLPT N1
議事堂,ぎじどう,Diet building,JLPT N1
記述,きじゅつ,"describing, descriptor",JLPT N1
気象,きしょう,"weather, climate",JLPT N1
傷付く,きずつく,"to be hurt, to be wounded, to get injured",JLPT N1
傷付ける,きずつける,"to wound, to hurt someone's feelings",JLPT N1
犠牲,ぎせい,sacrifice,JLPT N1
汽船,きせん,steamship,JLPT N1
寄贈,きぞう,"donation, presentation",JLPT N1
偽造,ぎぞう,"forgery, fabrication, counterfeiting",JLPT N1
貴族,きぞく,"noble, aristocrat",JLPT N1
議題,ぎだい,"topic of discussion, agenda",JLPT N1
鍛える,きたえる,"to forge, to train, to discipline",JLPT N1
気立て,きだて,"good-natured, kind-hearted",JLPT N1
来る,きたる,"to come, to approach,",JLPT N1
きちっと,きちっと,"exactly, perfectly",JLPT N1
几帳面,きちょうめん,"methodical, punctual, steady",JLPT N1
きっかり,きっかり,"exactly, precisely",JLPT N1
きっちり,きっちり,"precisely, tightly",JLPT N1
きっぱり,きっぱり,"clearly, plainly, distinctly",JLPT N1
規定,きてい,"regulation, provisions",JLPT N1
起点,きてん,starting point,JLPT N1
軌道,きどう,orbit; track,JLPT N1
技能,ぎのう,"technical skill, ability, capacity",JLPT N1
規範,きはん,"model, standard, example",JLPT N1
気品,きひん,"grace, elegance",JLPT N1
気風,きふう,"character, traits, ethos",JLPT N1
起伏,きふく,undulation,JLPT N1
規模,きぼ,"scale, scope, plan, structure",JLPT N1
気まぐれ,きまぐれ,"whim, caprice, uneven temper",JLPT N1
生真面目,きまじめ,"serious, sincerity",JLPT N1
期末,きまつ,(end of the season or term),JLPT N1
きまりわるい,きまりわるい,"feeling awkward, being ashamed",JLPT N1
記名,きめい,"signature, register",JLPT N1
規約,きやく,"agreement, rules, code",JLPT N1
脚色,きゃくしょく,"dramatization (e.g., film",JLPT N1
逆転,ぎゃくてん,"(sudden) change, reversal, turn-around",JLPT N1
脚本,きゃくほん,scenario,JLPT N1
華奢,きゃしゃ,"delicate, slender",JLPT N1
客観,きゃっかん,objective,JLPT N1
キャッチ,キャッチ,catch,JLPT N1
キャリア,キャリア,"career, career government employee",JLPT N1
救援,きゅうえん,"relief, rescue, reinforcement",JLPT N1
休学,きゅうがく,"temporary absence from school, suspension",JLPT N1
究極,きゅうきょく,"ultimate, final, eventual",JLPT N1
窮屈,きゅうくつ,"narrow, tight, formal",JLPT N1
球根,きゅうこん,(plant) bulb,JLPT N1
救済,きゅうさい,"relief, aid, rescue",JLPT N1
給仕,きゅうじ,waiter,JLPT N1
給食,きゅうしょく,"school lunch, providing a meal",JLPT N1
休戦,きゅうせん,"truce, armistice",JLPT N1
宮殿,きゅうでん,palace,JLPT N1
旧知,きゅうち,"old friend, old friendship",JLPT N1
窮乏,きゅうぼう,poverty,JLPT N1
寄与,きよ,"contribution, service",JLPT N1
強,きょう,strong,JLPT N1
～狂,～きょう,"maniac, fan, freak",JLPT N1
驚異,きょうい,"wonder, miracle",JLPT N1
教科,きょうか,"subject, curriculum",JLPT N1
協会,きょうかい,"association, society, organization",JLPT N1
共学,きょうがく,coeducation,JLPT N1
共感,きょうかん,"sympathy, response",JLPT N1
境遇,きょうぐう,"environment, circumstances",JLPT N1
教訓,きょうくん,"lesson, precept, moral instruction",JLPT N1
強行,きょうこう,"forcing, enforcement",JLPT N1
強硬,きょうこう,"firm, vigorous, stubborn",JLPT N1
教材,きょうざい,teaching materials,JLPT N1
凶作,きょうさく,"bad harvest, poor crop",JLPT N1
業者,ぎょうしゃ,"trader, merchant",JLPT N1
教習,きょうしゅう,"training, instruction",JLPT N1
郷愁,きょうしゅう,"nostalgia, homesickness",JLPT N1
教職,きょうしょく,teaching profession,JLPT N1
興じる,きょうじる,"to amuse oneself, to make merry",JLPT N1
強制,きょうせい,"obligation, compulsion, enforcement",JLPT N1
行政,ぎょうせい,administration,JLPT N1
業績,ぎょうせき,"achievement, work, contribution",JLPT N1
共存,きょうぞん,coexistence,JLPT N1
協定,きょうてい,"arrangement, pact, agreement",JLPT N1
郷土,きょうど,homeland,JLPT N1
脅迫,きょうはく,"threat, coercion",JLPT N1
業務,ぎょうむ,"business, duties, work",JLPT N1
共鳴,きょうめい,"resonance, sympathy",JLPT N1
郷里,きょうり,"birth-place, home town",JLPT N1
強烈,きょうれつ,"strong, intense, severe",JLPT N1
共和,きょうわ,"republicanism, cooperation",JLPT N1
局限,きょくげん,"limit, localize",JLPT N1
極端,きょくたん,"extreme, extremity",JLPT N1
居住,きょじゅう,residence,JLPT N1
拒絶,きょぜつ,"refusal, rejection",JLPT N1
漁船,ぎょせん,fishing boat,JLPT N1
漁村,ぎょそん,fishing village,JLPT N1
拒否,きょひ,"denial, rejection, refusal",JLPT N1
許容,きょよう,"permission, pardon",JLPT N1
清らか,きよらか,"clean, pure, chaste",JLPT N1
きらびやか,きらびやか,"gorgeous, gaudy, dazzling",JLPT N1
～きり,～きり,only,JLPT N1
義理,ぎり,"debt of gratitude, obligation",JLPT N1
切替,きりかえ,"exchange, conversion, switchover",JLPT N1
気流,きりゅう,atmospheric current,JLPT N1
切れ目,きれめ,"break, pause, gap",JLPT N1
疑惑,ぎわく,"doubt, misgivings, suspicion",JLPT N1
極めて,きわめて,"exceedingly, extremely (written expression)",JLPT N1
近眼,きんがん,nearsightedness,JLPT N1
緊急,きんきゅう,"urgent, pressing, emergency",JLPT N1
近郊,きんこう,"suburbs, outskirts",JLPT N1
均衡,きんこう,"equilibrium, balance",JLPT N1
禁じる,きんじる,to prohibit,JLPT N1
勤勉,きんべん,"industry, diligence",JLPT N1
吟味,ぎんみ,"examination, careful investigation",JLPT N1
勤務,きんむ,"service, duty, work",JLPT N1
禁物,きんもつ,"taboo, forbidden thing",JLPT N1
勤労,きんろう,"labor, exertion, diligent service",JLPT N1
クイズ,クイズ,quiz,JLPT N1
食い違う,くいちがう,"to cross each other, to differ",JLPT N1
空間,くうかん,"space, room, airspace",JLPT N1
空腹,くうふく,hunger,JLPT N1
区画,くかく,"division, section, area",JLPT N1
区間,くかん,section,JLPT N1
茎,くき,stalk,JLPT N1
区切り,くぎり,"an end, a stop, punctuation",JLPT N1
くぐる,くぐる,to pass through; to go around,JLPT N1
くじ (～をひく),くじ (～をひく),"lottery, lot",JLPT N1
くじびき,くじびき,"lottery, drawn lot",JLPT N1
くすぐったい,くすぐったい,ticklish,JLPT N1
愚痴,ぐち,"idle complaint, grumble",JLPT N1
口吟む,くちずさむ,to humble,JLPT N1
嘴,くちばし,"beak, bill",JLPT N1
朽ちる,くちる,to rot,JLPT N1
覆す,くつがえす,"to overturn, to upset, to overthrow",JLPT N1
くっきり,くっきり,"distinctly, clearly, boldly",JLPT N1
屈折,くっせつ,"bending, indentation, refraction",JLPT N1
